date,city,counts
2021-08-28,Helsinki,2
2021-08-31,Helsinki,7
2021-09-01,Helsinki,1
2021-09-02,Helsinki,11
2021-09-03,Helsinki,6
2021-09-06,Helsinki,1
2021-09-07,Helsinki,1
2021-09-08,Helsinki,5
2021-09-10,Helsinki,3
2021-09-12,Helsinki,3
2021-09-13,Helsinki,3
2021-09-14,Helsinki,5
2021-09-15,Helsinki,4
2021-09-16,Helsinki,3
2021-09-17,Helsinki,2
2021-09-18,Helsinki,7
2021-09-20,Helsinki,1
2021-09-21,Helsinki,1
2021-09-22,Helsinki,11
2021-09-23,Helsinki,7
2021-09-24,Helsinki,2
2021-09-25,Helsinki,5
2021-09-27,Helsinki,2
2021-09-28,Helsinki,2
2021-09-29,Helsinki,6
2021-09-30,Helsinki,3
2021-10-01,Helsinki,5
2021-10-02,Helsinki,12
2021-10-03,Helsinki,6
2021-10-04,Helsinki,5
2021-10-05,Helsinki,2
2021-10-06,Helsinki,6
2021-10-07,Helsinki,4
2021-10-08,Helsinki,11
2021-10-09,Helsinki,5
2021-10-10,Helsinki,1
2021-10-11,Helsinki,2
2021-10-12,Helsinki,1
2021-10-14,Helsinki,6
2021-10-18,Helsinki,2
2021-10-20,Helsinki,6
2021-10-21,Helsinki,1
2021-10-22,Helsinki,3
2021-10-23,Helsinki,3
2021-10-24,Helsinki,5
2021-10-25,Helsinki,1
2021-10-26,Helsinki,5
2021-10-27,Helsinki,4
2021-10-28,Helsinki,1
2021-10-29,Helsinki,2
2021-11-01,Helsinki,3
2021-11-02,Helsinki,6
2021-11-03,Helsinki,2
2021-11-04,Helsinki,2
2021-11-09,Helsinki,4
2021-11-10,Helsinki,6
2021-11-11,Helsinki,2
2021-11-12,Helsinki,8
2021-11-13,Helsinki,2
2021-11-14,Helsinki,3
2021-11-15,Helsinki,6
2021-11-16,Helsinki,7
2021-11-17,Helsinki,3
2021-11-18,Helsinki,5
2021-11-19,Helsinki,4
2021-11-20,Helsinki,10
2021-11-22,Helsinki,7
2021-11-23,Helsinki,4
2021-11-24,Helsinki,3
2021-11-25,Helsinki,1
2021-11-26,Helsinki,3
2021-11-28,Helsinki,2
2021-11-29,Helsinki,4
2021-11-30,Helsinki,3
2021-12-02,Helsinki,4
2021-12-04,Helsinki,5
2021-12-05,Helsinki,2
2021-12-06,Helsinki,56
2021-12-07,Helsinki,2
2021-12-08,Helsinki,1
2021-12-09,Helsinki,1
2021-12-10,Helsinki,5
2021-12-11,Helsinki,15
2021-12-13,Helsinki,3
2021-12-14,Helsinki,2
2021-12-15,Helsinki,5
2021-12-16,Helsinki,2
2021-12-17,Helsinki,4
2021-12-18,Helsinki,6
2021-12-20,Helsinki,5
2021-12-21,Helsinki,1
2021-12-22,Helsinki,3
2021-12-23,Helsinki,5
2021-12-24,Helsinki,2
2021-12-25,Helsinki,3
2021-12-27,Helsinki,1
2021-12-29,Helsinki,4
2021-12-31,Helsinki,3
2022-01-01,Helsinki,2
2022-01-05,Helsinki,4
2022-01-07,Helsinki,2
2022-01-08,Helsinki,6
2022-01-12,Helsinki,3
2022-01-13,Helsinki,3
2022-01-14,Helsinki,1
2022-01-15,Helsinki,4
2022-01-16,Helsinki,4
2022-01-17,Helsinki,2
2022-01-18,Helsinki,4
2022-01-19,Helsinki,7
2022-01-20,Helsinki,3
2022-01-21,Helsinki,1
2022-01-22,Helsinki,5
2022-01-23,Helsinki,1
2022-01-24,Helsinki,6
2022-01-25,Helsinki,1
2022-01-26,Helsinki,7
2022-01-27,Helsinki,4
2022-01-28,Helsinki,6
2022-01-29,Helsinki,2
2022-01-31,Helsinki,2
2022-02-01,Helsinki,1
2022-02-02,Helsinki,1
2022-02-03,Helsinki,4
2022-02-04,Helsinki,17
2022-02-05,Helsinki,19
2022-02-06,Helsinki,3
2022-02-07,Helsinki,3
2022-02-08,Helsinki,2
2022-02-09,Helsinki,3
2022-02-10,Helsinki,2
2022-02-11,Helsinki,3
2022-02-12,Helsinki,3
2022-02-13,Helsinki,1
2022-02-14,Helsinki,2
2022-02-16,Helsinki,4
2022-02-17,Helsinki,7
2022-02-18,Helsinki,5
2022-02-20,Helsinki,1
2022-02-21,Helsinki,10
2022-02-22,Helsinki,4
2022-02-23,Helsinki,1
2022-02-24,Helsinki,6
2022-02-25,Helsinki,2
2022-02-26,Helsinki,9
2022-02-28,Helsinki,2
2022-03-01,Helsinki,6
2022-03-02,Helsinki,1
2022-03-03,Helsinki,11
2022-03-04,Helsinki,5
2022-03-05,Helsinki,8
2022-03-06,Helsinki,4
2022-03-07,Helsinki,1
2022-03-08,Helsinki,8
2022-03-09,Helsinki,5
2022-03-10,Helsinki,3
2022-03-12,Helsinki,13
2022-03-13,Helsinki,1
2022-03-14,Helsinki,3
2022-03-15,Helsinki,1
2022-03-16,Helsinki,6
2022-03-17,Helsinki,1
2022-03-18,Helsinki,2
2022-03-19,Helsinki,5
2022-03-20,Helsinki,1
2022-03-21,Helsinki,7
2022-03-22,Helsinki,2
2022-03-23,Helsinki,3
2022-03-24,Helsinki,2
2022-03-25,Helsinki,4
2022-03-26,Helsinki,6
2022-03-28,Helsinki,2
2022-03-29,Helsinki,4
2022-03-30,Helsinki,1
2022-03-31,Helsinki,1
2022-04-01,Helsinki,2
2022-04-02,Helsinki,2
2022-04-03,Helsinki,1
2022-04-04,Helsinki,1
2022-04-05,Helsinki,4
2022-04-06,Helsinki,2
2022-04-07,Helsinki,3
2022-04-08,Helsinki,7
2022-04-09,Helsinki,6
2022-04-11,Helsinki,12
2022-04-13,Helsinki,7
2022-04-14,Helsinki,8
2022-04-17,Helsinki,3
2022-04-18,Helsinki,2
2022-04-19,Helsinki,5
2022-04-20,Helsinki,8
2022-04-21,Helsinki,5
2022-04-22,Helsinki,1
2022-04-23,Helsinki,6
2022-04-24,Helsinki,2
2022-04-25,Helsinki,2
2022-04-26,Helsinki,9
2022-04-27,Helsinki,9
2022-04-28,Helsinki,5
2022-04-29,Helsinki,7
2022-04-30,Helsinki,13
2022-05-01,Helsinki,2
2022-05-02,Helsinki,1
2022-05-03,Helsinki,6
2022-05-04,Helsinki,3
2022-05-06,Helsinki,13
2022-05-08,Helsinki,3
2022-05-09,Helsinki,1
2022-05-10,Helsinki,1
2022-05-11,Helsinki,5
2022-05-12,Helsinki,1
2022-05-13,Helsinki,1
2022-05-14,Helsinki,5
2022-05-17,Helsinki,2
2022-05-18,Helsinki,1
2022-05-19,Helsinki,4
2022-05-20,Helsinki,3
2022-05-21,Helsinki,8
2022-05-23,Helsinki,1
2022-05-24,Helsinki,1
2022-05-25,Helsinki,1
2022-05-26,Helsinki,1
2022-05-27,Helsinki,4
2022-05-28,Helsinki,1
2022-05-29,Helsinki,2
2022-05-30,Helsinki,4
2022-05-31,Helsinki,1
2022-06-01,Helsinki,9
2022-06-02,Helsinki,1
2022-06-04,Helsinki,34
2022-06-05,Helsinki,2
2022-06-07,Helsinki,4
2022-06-08,Helsinki,2
2022-06-09,Helsinki,4
2022-06-10,Helsinki,2
2022-06-11,Helsinki,1
2022-06-12,Helsinki,1
2022-06-13,Helsinki,11
2022-06-14,Helsinki,2
2022-06-15,Helsinki,6
2022-06-16,Helsinki,8
2022-06-17,Helsinki,3
2022-06-18,Helsinki,1
2022-06-20,Helsinki,5
2022-06-21,Helsinki,8
2022-06-22,Helsinki,3
2022-06-23,Helsinki,3
2022-06-24,Helsinki,11
2022-06-26,Helsinki,4
2022-06-27,Helsinki,2
2022-06-28,Helsinki,3
2022-06-29,Helsinki,10
2022-06-30,Helsinki,4
2022-07-01,Helsinki,9
2022-07-02,Helsinki,9
2022-07-03,Helsinki,5
2022-07-04,Helsinki,9
2022-07-05,Helsinki,2
2022-07-06,Helsinki,1
2022-07-07,Helsinki,1
2022-07-08,Helsinki,2
2022-07-09,Helsinki,3
2022-07-10,Helsinki,1
2022-07-11,Helsinki,9
2022-07-12,Helsinki,1
2022-07-13,Helsinki,2
2022-07-14,Helsinki,1
2022-07-15,Helsinki,2
2022-07-17,Helsinki,4
2022-07-18,Helsinki,1
2022-07-19,Helsinki,1
2022-07-20,Helsinki,1
2022-07-21,Helsinki,3
2022-07-22,Helsinki,5
2022-07-25,Helsinki,2
2022-07-26,Helsinki,2
2022-07-27,Helsinki,5
2022-07-28,Helsinki,2
2022-07-29,Helsinki,1
2022-07-30,Helsinki,1
2022-07-31,Helsinki,1
2022-08-01,Helsinki,6
2022-08-02,Helsinki,2
2022-08-03,Helsinki,2
2022-08-05,Helsinki,2
2022-08-06,Helsinki,1
2022-08-08,Helsinki,7
2022-08-09,Helsinki,3
2022-08-10,Helsinki,14
2022-08-11,Helsinki,1
2022-08-12,Helsinki,2
2022-08-13,Helsinki,2
2022-08-15,Helsinki,1
2022-08-16,Helsinki,5
2022-08-17,Helsinki,1
2022-08-18,Helsinki,1
2022-08-19,Helsinki,2
2022-08-23,Helsinki,2
2022-08-24,Helsinki,3
2022-08-26,Helsinki,2
2022-08-27,Helsinki,23
2022-08-29,Helsinki,3
2022-08-30,Helsinki,1
2022-09-01,Helsinki,1
2022-09-02,Helsinki,3
2022-09-04,Helsinki,3
2022-09-05,Helsinki,14
2022-09-06,Helsinki,5
2022-09-07,Helsinki,2
2022-09-08,Helsinki,1
2022-09-12,Helsinki,3
2022-09-13,Helsinki,1
2022-09-14,Helsinki,1
2022-09-15,Helsinki,2
2022-09-16,Helsinki,5
2022-09-17,Helsinki,2
2022-09-19,Helsinki,5
2022-09-20,Helsinki,5
2022-09-21,Helsinki,3
2022-09-22,Helsinki,6
2022-09-23,Helsinki,4
2022-09-24,Helsinki,4
2022-09-25,Helsinki,1
2022-09-26,Helsinki,4
2022-09-27,Helsinki,4
2022-09-28,Helsinki,2
2022-09-29,Helsinki,1
2022-09-30,Helsinki,3
2022-10-03,Helsinki,1
2022-10-04,Helsinki,5
2022-10-05,Helsinki,8
2022-10-06,Helsinki,11
2022-10-10,Helsinki,2
2022-10-11,Helsinki,6
2022-10-13,Helsinki,1
2022-10-14,Helsinki,14
2022-10-15,Helsinki,2
2022-10-17,Helsinki,2
2022-10-19,Helsinki,2
2022-10-21,Helsinki,5
2022-10-22,Helsinki,3
2022-10-24,Helsinki,7
2022-10-25,Helsinki,3
2022-10-26,Helsinki,10
2022-10-27,Helsinki,3
2022-10-28,Helsinki,4
2022-10-31,Helsinki,3
2022-11-02,Helsinki,2
2022-11-03,Helsinki,4
2022-11-05,Helsinki,1
2022-11-07,Helsinki,4
2022-11-08,Helsinki,1
2022-11-10,Helsinki,6
2022-11-13,Helsinki,2
2022-11-14,Helsinki,9
2022-11-15,Helsinki,3
2022-11-16,Helsinki,2
2022-11-17,Helsinki,1
2022-11-18,Helsinki,7
2022-11-19,Helsinki,1
2022-11-23,Helsinki,7
2022-11-24,Helsinki,6
2022-11-25,Helsinki,2
2022-11-26,Helsinki,3
2022-11-28,Helsinki,9
2022-11-30,Helsinki,5
2022-12-01,Helsinki,4
2022-12-02,Helsinki,1
2022-12-03,Helsinki,3
2022-12-05,Helsinki,6
2022-12-06,Helsinki,19
2022-12-07,Helsinki,1
2022-12-08,Helsinki,2
2022-12-09,Helsinki,3
2022-12-10,Helsinki,3
2022-12-11,Helsinki,3
2022-12-12,Helsinki,3
2022-12-13,Helsinki,2
2022-12-16,Helsinki,1
2022-12-17,Helsinki,5
2022-12-19,Helsinki,4
2022-12-20,Helsinki,6
2022-12-21,Helsinki,7
2022-12-22,Helsinki,1
2022-12-23,Helsinki,3
2022-12-24,Helsinki,3
2022-12-27,Helsinki,3
2022-12-28,Helsinki,2
2022-12-30,Helsinki,11
2022-12-31,Helsinki,3
2023-01-01,Helsinki,5
2023-01-03,Helsinki,1
2023-01-04,Helsinki,2
2023-01-06,Helsinki,3
2023-01-07,Helsinki,2
2023-01-08,Helsinki,7
2023-01-10,Helsinki,1
2023-01-11,Helsinki,3
2023-01-13,Helsinki,1
2023-01-15,Helsinki,1
2023-01-18,Helsinki,2
2023-01-19,Helsinki,1
2023-01-23,Helsinki,1
2023-01-30,Helsinki,1
2023-01-31,Helsinki,1
2023-02-01,Helsinki,9
2023-02-02,Helsinki,1
2023-02-03,Helsinki,2
2023-02-04,Helsinki,1
2023-02-05,Helsinki,3
2023-02-06,Helsinki,2
2023-02-07,Helsinki,2
2023-02-08,Helsinki,1
2023-02-09,Helsinki,2
2023-02-11,Helsinki,2
2023-02-12,Helsinki,1
2023-02-13,Helsinki,2
2023-02-15,Helsinki,7
2023-02-16,Helsinki,9
2023-02-17,Helsinki,1
2023-02-20,Helsinki,3
2023-02-21,Helsinki,3
2023-02-23,Helsinki,2
2023-02-24,Helsinki,3
2023-02-25,Helsinki,7
2023-02-26,Helsinki,1
2023-02-27,Helsinki,2
2023-03-01,Helsinki,6
2023-03-03,Helsinki,4
2023-03-04,Helsinki,2
2023-03-05,Helsinki,7
2023-03-07,Helsinki,1
2023-03-08,Helsinki,3
2023-03-09,Helsinki,3
2023-03-10,Helsinki,9
2023-03-11,Helsinki,1
2023-03-14,Helsinki,4
2023-03-15,Helsinki,3
2023-03-17,Helsinki,2
2023-03-18,Helsinki,9
2023-03-19,Helsinki,1
2023-03-21,Helsinki,1
2023-03-24,Helsinki,1
2023-03-25,Helsinki,2
2023-03-27,Helsinki,2
2023-03-28,Helsinki,2
2023-03-29,Helsinki,1
2023-03-30,Helsinki,2
2023-03-31,Helsinki,2
2023-04-01,Helsinki,1
2023-04-02,Helsinki,1
2023-04-03,Helsinki,2
2023-04-05,Helsinki,2
2023-04-06,Helsinki,2
2023-04-08,Helsinki,4
2023-04-12,Helsinki,3
2023-04-13,Helsinki,4
2023-04-14,Helsinki,2
2023-04-16,Helsinki,4
2023-04-17,Helsinki,2
2023-04-18,Helsinki,2
2023-04-19,Helsinki,4
2023-04-20,Helsinki,6
2023-04-21,Helsinki,2
2023-04-22,Helsinki,2
2023-04-23,Helsinki,1
2023-04-24,Helsinki,3
2023-04-26,Helsinki,5
2023-04-27,Helsinki,1
2023-04-28,Helsinki,2
2023-04-29,Helsinki,2
2023-04-30,Helsinki,13
2023-05-01,Helsinki,7
2023-05-02,Helsinki,3
2023-05-03,Helsinki,10
2023-05-04,Helsinki,6
2023-05-05,Helsinki,4
2023-05-06,Helsinki,3
2023-05-08,Helsinki,3
2023-05-09,Helsinki,4
2023-05-10,Helsinki,2
2023-05-11,Helsinki,3
2023-05-12,Helsinki,2
2023-05-13,Helsinki,2
2023-05-14,Helsinki,2
2023-05-15,Helsinki,4
2023-05-16,Helsinki,3
2023-05-17,Helsinki,1
2023-05-18,Helsinki,1
2023-05-19,Helsinki,1
2023-05-22,Helsinki,1
2023-05-23,Helsinki,3
2023-05-24,Helsinki,4
2023-05-25,Helsinki,5
2023-05-26,Helsinki,8
2023-05-27,Helsinki,6
2023-05-31,Helsinki,2
2023-06-01,Helsinki,3
2020-08-07,Copenhagen,7
2020-08-08,Copenhagen,2
2020-08-09,Copenhagen,2
2020-08-10,Copenhagen,2
2020-08-11,Copenhagen,8
2020-08-12,Copenhagen,4
2020-08-13,Copenhagen,6
2020-08-14,Copenhagen,3
2020-08-16,Copenhagen,1
2020-08-17,Copenhagen,3
2020-08-18,Copenhagen,1
2020-08-19,Copenhagen,2
2020-08-20,Copenhagen,3
2020-08-21,Copenhagen,2
2020-08-22,Copenhagen,1
2020-08-23,Copenhagen,1
2020-08-24,Copenhagen,4
2020-08-25,Copenhagen,1
2020-08-26,Copenhagen,3
2020-08-27,Copenhagen,2
2020-08-28,Copenhagen,4
2020-08-31,Copenhagen,2
2020-09-01,Copenhagen,3
2020-09-02,Copenhagen,5
2020-09-03,Copenhagen,4
2020-09-04,Copenhagen,3
2020-09-05,Copenhagen,2
2020-09-06,Copenhagen,2
2020-09-07,Copenhagen,1
2020-09-08,Copenhagen,8
2020-09-09,Copenhagen,2
2020-09-10,Copenhagen,4
2020-09-11,Copenhagen,7
2020-09-12,Copenhagen,2
2020-09-13,Copenhagen,2
2020-09-14,Copenhagen,6
2020-09-15,Copenhagen,7
2020-09-16,Copenhagen,10
2020-09-17,Copenhagen,15
2020-09-18,Copenhagen,5
2020-09-19,Copenhagen,2
2020-09-20,Copenhagen,2
2020-09-21,Copenhagen,6
2020-09-22,Copenhagen,5
2020-09-23,Copenhagen,3
2020-09-24,Copenhagen,4
2020-09-25,Copenhagen,9
2020-09-28,Copenhagen,2
2020-09-29,Copenhagen,12
2020-09-30,Copenhagen,10
2020-10-01,Copenhagen,8
2020-10-02,Copenhagen,2
2020-10-03,Copenhagen,2
2020-10-05,Copenhagen,3
2020-10-06,Copenhagen,3
2020-10-07,Copenhagen,4
2020-10-08,Copenhagen,2
2020-10-09,Copenhagen,10
2020-10-10,Copenhagen,3
2020-10-12,Copenhagen,2
2020-10-13,Copenhagen,4
2020-10-14,Copenhagen,9
2020-10-15,Copenhagen,8
2020-10-16,Copenhagen,1
2020-10-20,Copenhagen,3
2020-10-21,Copenhagen,2
2020-10-22,Copenhagen,1
2020-10-23,Copenhagen,6
2020-10-24,Copenhagen,2
2020-10-26,Copenhagen,6
2020-10-27,Copenhagen,4
2020-10-28,Copenhagen,10
2020-10-29,Copenhagen,5
2020-10-30,Copenhagen,5
2020-10-31,Copenhagen,2
2020-11-01,Copenhagen,3
2020-11-02,Copenhagen,5
2020-11-03,Copenhagen,8
2020-11-04,Copenhagen,4
2020-11-05,Copenhagen,5
2020-11-06,Copenhagen,6
2020-11-07,Copenhagen,1
2020-11-08,Copenhagen,1
2020-11-09,Copenhagen,4
2020-11-10,Copenhagen,2
2020-11-11,Copenhagen,7
2020-11-12,Copenhagen,4
2020-11-13,Copenhagen,5
2020-11-14,Copenhagen,1
2020-11-15,Copenhagen,1
2020-11-16,Copenhagen,5
2020-11-17,Copenhagen,5
2020-11-18,Copenhagen,8
2020-11-19,Copenhagen,1
2020-11-20,Copenhagen,7
2020-11-21,Copenhagen,2
2020-11-22,Copenhagen,1
2020-11-24,Copenhagen,5
2020-11-25,Copenhagen,7
2020-11-26,Copenhagen,4
2020-11-27,Copenhagen,7
2020-11-29,Copenhagen,1
2020-11-30,Copenhagen,3
2020-12-01,Copenhagen,5
2020-12-02,Copenhagen,2
2020-12-03,Copenhagen,3
2020-12-04,Copenhagen,4
2020-12-07,Copenhagen,1
2020-12-08,Copenhagen,5
2020-12-09,Copenhagen,13
2020-12-10,Copenhagen,4
2020-12-11,Copenhagen,3
2020-12-12,Copenhagen,2
2020-12-13,Copenhagen,2
2020-12-14,Copenhagen,3
2020-12-15,Copenhagen,5
2020-12-17,Copenhagen,2
2020-12-18,Copenhagen,6
2020-12-19,Copenhagen,1
2020-12-20,Copenhagen,1
2020-12-22,Copenhagen,3
2020-12-23,Copenhagen,3
2020-12-24,Copenhagen,3
2020-12-25,Copenhagen,1
2020-12-26,Copenhagen,1
2020-12-28,Copenhagen,4
2020-12-29,Copenhagen,1
2020-12-30,Copenhagen,3
2020-12-31,Copenhagen,7
2021-01-04,Copenhagen,4
2021-01-05,Copenhagen,5
2021-01-06,Copenhagen,4
2021-01-07,Copenhagen,3
2021-01-08,Copenhagen,4
2021-01-09,Copenhagen,5
2021-01-10,Copenhagen,3
2021-01-11,Copenhagen,9
2021-01-12,Copenhagen,5
2021-01-13,Copenhagen,3
2021-01-15,Copenhagen,6
2021-01-16,Copenhagen,5
2021-01-17,Copenhagen,1
2021-01-18,Copenhagen,1
2021-01-19,Copenhagen,1
2021-01-20,Copenhagen,4
2021-01-21,Copenhagen,3
2021-01-22,Copenhagen,5
2021-01-23,Copenhagen,3
2021-01-24,Copenhagen,4
2021-01-25,Copenhagen,2
2021-01-26,Copenhagen,1
2021-01-27,Copenhagen,3
2021-01-28,Copenhagen,3
2021-01-29,Copenhagen,6
2021-01-30,Copenhagen,1
2021-02-01,Copenhagen,5
2021-02-02,Copenhagen,1
2021-02-03,Copenhagen,7
2021-02-04,Copenhagen,7
2021-02-05,Copenhagen,10
2021-02-06,Copenhagen,2
2021-02-08,Copenhagen,5
2021-02-09,Copenhagen,5
2021-02-10,Copenhagen,9
2021-02-11,Copenhagen,6
2021-02-12,Copenhagen,8
2021-02-13,Copenhagen,9
2021-02-14,Copenhagen,2
2021-02-15,Copenhagen,1
2021-02-16,Copenhagen,5
2021-02-17,Copenhagen,11
2021-02-18,Copenhagen,6
2021-02-20,Copenhagen,2
2021-02-22,Copenhagen,5
2021-02-23,Copenhagen,2
2021-02-24,Copenhagen,5
2021-02-25,Copenhagen,3
2021-02-26,Copenhagen,5
2021-02-27,Copenhagen,6
2021-02-28,Copenhagen,3
2021-03-02,Copenhagen,3
2021-03-03,Copenhagen,2
2021-03-04,Copenhagen,4
2021-03-05,Copenhagen,3
2021-03-06,Copenhagen,3
2021-03-08,Copenhagen,3
2021-03-09,Copenhagen,1
2021-03-10,Copenhagen,6
2021-03-11,Copenhagen,3
2021-03-12,Copenhagen,1
2021-03-13,Copenhagen,1
2021-03-16,Copenhagen,5
2021-03-17,Copenhagen,8
2021-03-18,Copenhagen,13
2021-03-19,Copenhagen,7
2021-03-20,Copenhagen,1
2021-03-22,Copenhagen,6
2021-03-23,Copenhagen,4
2021-03-24,Copenhagen,3
2021-03-25,Copenhagen,2
2021-03-26,Copenhagen,5
2021-03-27,Copenhagen,1
2021-03-29,Copenhagen,4
2021-03-30,Copenhagen,1
2021-03-31,Copenhagen,3
2021-04-02,Copenhagen,6
2021-04-03,Copenhagen,1
2021-04-04,Copenhagen,2
2021-04-05,Copenhagen,1
2021-04-06,Copenhagen,1
2021-04-07,Copenhagen,8
2021-04-08,Copenhagen,11
2021-04-09,Copenhagen,10
2021-04-10,Copenhagen,2
2021-04-11,Copenhagen,1
2021-04-12,Copenhagen,2
2021-04-13,Copenhagen,7
2021-04-14,Copenhagen,5
2021-04-15,Copenhagen,5
2021-04-16,Copenhagen,4
2021-04-19,Copenhagen,2
2021-04-20,Copenhagen,2
2021-04-21,Copenhagen,4
2021-04-22,Copenhagen,3
2021-04-23,Copenhagen,3
2021-04-26,Copenhagen,6
2021-04-27,Copenhagen,5
2021-04-28,Copenhagen,3
2021-04-29,Copenhagen,1
2021-05-03,Copenhagen,1
2021-05-04,Copenhagen,9
2021-05-05,Copenhagen,8
2021-05-07,Copenhagen,6
2021-05-08,Copenhagen,1
2021-05-09,Copenhagen,3
2021-05-10,Copenhagen,1
2021-05-11,Copenhagen,4
2021-05-12,Copenhagen,1
2021-05-14,Copenhagen,1
2021-05-17,Copenhagen,2
2021-05-18,Copenhagen,2
2021-05-19,Copenhagen,6
2021-05-20,Copenhagen,1
2021-05-21,Copenhagen,4
2021-05-25,Copenhagen,6
2021-05-26,Copenhagen,4
2021-05-27,Copenhagen,4
2021-05-28,Copenhagen,4
2021-05-30,Copenhagen,1
2021-05-31,Copenhagen,1
2021-06-01,Copenhagen,3
2021-06-02,Copenhagen,3
2021-06-04,Copenhagen,10
2021-06-07,Copenhagen,4
2021-06-08,Copenhagen,6
2021-06-09,Copenhagen,7
2021-06-10,Copenhagen,3
2021-06-11,Copenhagen,9
2021-06-12,Copenhagen,2
2021-06-14,Copenhagen,9
2021-06-15,Copenhagen,6
2021-06-16,Copenhagen,3
2021-06-17,Copenhagen,3
2021-06-18,Copenhagen,3
2021-06-20,Copenhagen,2
2021-06-21,Copenhagen,3
2021-06-22,Copenhagen,4
2021-06-23,Copenhagen,1
2021-06-24,Copenhagen,2
2021-06-25,Copenhagen,6
2021-06-26,Copenhagen,2
2021-06-27,Copenhagen,1
2021-06-28,Copenhagen,1
2021-06-29,Copenhagen,1
2021-06-30,Copenhagen,8
2021-07-01,Copenhagen,5
2021-07-02,Copenhagen,5
2021-07-03,Copenhagen,5
2021-07-06,Copenhagen,2
2021-07-07,Copenhagen,10
2021-07-08,Copenhagen,2
2021-07-09,Copenhagen,3
2021-07-10,Copenhagen,2
2021-07-11,Copenhagen,3
2021-07-12,Copenhagen,3
2021-07-13,Copenhagen,2
2021-07-14,Copenhagen,6
2021-07-15,Copenhagen,5
2021-07-16,Copenhagen,4
2021-07-17,Copenhagen,1
2021-07-19,Copenhagen,2
2021-07-20,Copenhagen,2
2021-07-21,Copenhagen,1
2021-07-22,Copenhagen,8
2021-07-23,Copenhagen,6
2021-07-24,Copenhagen,1
2021-07-26,Copenhagen,9
2021-07-27,Copenhagen,2
2021-07-28,Copenhagen,2
2021-07-29,Copenhagen,4
2021-07-30,Copenhagen,5
2021-07-31,Copenhagen,1
2021-08-02,Copenhagen,1
2021-08-03,Copenhagen,4
2021-08-04,Copenhagen,3
2021-08-05,Copenhagen,2
2021-08-06,Copenhagen,9
2021-08-09,Copenhagen,1
2021-08-10,Copenhagen,2
2021-08-11,Copenhagen,2
2021-08-12,Copenhagen,7
2021-08-13,Copenhagen,1
2021-08-14,Copenhagen,1
2021-08-15,Copenhagen,1
2021-08-16,Copenhagen,7
2021-08-17,Copenhagen,2
2021-08-18,Copenhagen,2
2021-08-20,Copenhagen,4
2021-08-21,Copenhagen,8
2021-08-23,Copenhagen,2
2021-08-24,Copenhagen,1
2021-08-25,Copenhagen,5
2021-08-26,Copenhagen,4
2021-08-27,Copenhagen,1
2021-08-30,Copenhagen,2
2021-08-31,Copenhagen,1
2021-09-01,Copenhagen,7
2021-09-02,Copenhagen,5
2021-09-03,Copenhagen,3
2021-09-06,Copenhagen,3
2021-09-07,Copenhagen,2
2021-09-08,Copenhagen,6
2021-09-09,Copenhagen,4
2021-09-10,Copenhagen,5
2021-09-11,Copenhagen,2
2021-09-12,Copenhagen,1
2021-09-13,Copenhagen,1
2021-09-16,Copenhagen,2
2021-09-17,Copenhagen,4
2021-09-20,Copenhagen,1
2021-09-22,Copenhagen,8
2021-09-24,Copenhagen,3
2021-09-25,Copenhagen,5
2021-09-26,Copenhagen,1
2021-09-28,Copenhagen,3
2021-09-29,Copenhagen,4
2021-09-30,Copenhagen,3
2021-10-01,Copenhagen,3
2021-10-04,Copenhagen,2
2021-10-05,Copenhagen,2
2021-10-06,Copenhagen,1
2021-10-07,Copenhagen,2
2021-10-08,Copenhagen,2
2021-10-09,Copenhagen,2
2021-10-11,Copenhagen,3
2021-10-13,Copenhagen,3
2021-10-14,Copenhagen,5
2021-10-15,Copenhagen,5
2021-10-18,Copenhagen,2
2021-10-19,Copenhagen,4
2021-10-20,Copenhagen,1
2021-10-21,Copenhagen,2
2021-10-22,Copenhagen,4
2021-10-25,Copenhagen,4
2021-10-26,Copenhagen,2
2021-10-27,Copenhagen,5
2021-10-28,Copenhagen,2
2021-10-29,Copenhagen,1
2021-10-30,Copenhagen,1
2021-10-31,Copenhagen,2
2021-11-01,Copenhagen,2
2021-11-02,Copenhagen,3
2021-11-03,Copenhagen,7
2021-11-04,Copenhagen,5
2021-11-05,Copenhagen,5
2021-11-08,Copenhagen,5
2021-11-09,Copenhagen,3
2021-11-10,Copenhagen,3
2021-11-11,Copenhagen,8
2021-11-12,Copenhagen,8
2021-11-15,Copenhagen,5
2021-11-16,Copenhagen,4
2021-11-17,Copenhagen,2
2021-11-18,Copenhagen,1
2021-11-19,Copenhagen,1
2021-11-23,Copenhagen,7
2021-11-24,Copenhagen,6
2021-11-25,Copenhagen,4
2021-11-26,Copenhagen,4
2021-11-29,Copenhagen,7
2021-11-30,Copenhagen,2
2021-12-01,Copenhagen,10
2021-12-02,Copenhagen,13
2021-12-03,Copenhagen,6
2021-12-04,Copenhagen,7
2021-12-05,Copenhagen,4
2021-12-07,Copenhagen,2
2021-12-08,Copenhagen,7
2021-12-10,Copenhagen,3
2021-12-11,Copenhagen,4
2021-12-12,Copenhagen,3
2021-12-13,Copenhagen,6
2021-12-14,Copenhagen,1
2021-12-15,Copenhagen,3
2021-12-16,Copenhagen,1
2021-12-17,Copenhagen,8
2021-12-20,Copenhagen,4
